unique_pathways,a_in_pathway_entangled,b_out_pathway_entangled,c_in_pathway_not_entangled,d_out_pathway_not_entangled,odds_ratios,two_sided_p_values,corrected_p_values,enrich_p_values,deplete_p_values
R-HSA-193775,13,11542,1,8948,10.079147226935929,0.00539932076049282,0.04190808532512481,0.00384980938219939,0.9996752528730278
R-HSA-375165,16,11539,1,8948,12.407530872524104,0.00101094155972219,0.01271066873334928,8.230129530538182e-4,0.9999419769632846
R-HSA-445095,29,11526,2,8947,11.256064876095213,1.0504583348372787e-5,3.9622551226318407e-4,5.702580973864281e-6,0.999999531826936
R-HSA-416700,17,11538,2,8947,6.5907692789814085,0.00407304587103642,0.03368095624126274,0.00218267164912236,0.9997103758561172
R-HSA-73762,36,11519,10,8939,2.793475566828261,0.00260959264227897,0.02576860676499002,0.00163109373286382,0.9994633932073228
R-HSA-5655302,23,11532,4,8945,4.459790176111374,0.00280662745645471,0.0273042942596273,0.00148085315805961,0.9997023881147006
R-HSA-5685942,37,11518,11,8938,2.6100331843674724,0.0033832844813372,0.02978498464675424,0.00230343771177849,0.9991891981303956
R-HSA-5693554,24,11531,2,8947,9.31199042452302,9.21760212507494e-5,0.00230440053126873,7.164475150954327e-5,0.9999930047813752
R-HSA-5693579,23,11532,2,8947,8.923398761265572,1.580510143346382e-4,0.0033644522853413,1.1794422887436386e-4,0.999988031740384
R-HSA-9701192,22,11533,2,8947,8.534883096595248,2.714009681751507e-4,0.00482241389732705,1.935805452879445e-4,0.9999795536628432
R-HSA-9704331,22,11533,2,8947,8.534883096595248,2.714009681751507e-4,0.00482241389732705,1.935805452879445e-4,0.9999795536628432
R-HSA-9704646,22,11533,2,8947,8.534883096595248,2.714009681751507e-4,0.00482241389732705,1.935805452879445e-4,0.9999795536628432
R-HSA-9709603,22,11533,2,8947,8.534883096595248,2.714009681751507e-4,0.00482241389732705,1.935805452879445e-4,0.9999795536628432
R-HSA-1855204,25,11530,1,8948,19.40058763689664,9.645213573564334e-6,3.895877032239123e-4,6.995218624921908e-6,0.999999669723384
R-HSA-400206,17,11538,2,8947,6.5907692789814085,0.00407304587103642,0.03368095624126274,0.00218267164912236,0.9997103758561172
R-HSA-9022692,26,11529,3,8946,6.724395656834862,2.1319589952887e-4,0.00428384284100065,1.1650247108380104e-4,0.9999841965619592
R-HSA-9748787,22,11533,1,8948,17.068293327046995,5.69725019211602e-5,0.00155051745734803,3.487418783431483e-5,0.9999981495951036
R-HSA-1482801,19,11536,3,8946,4.911079382235572,0.004292246738276,0.0349557973003538,0.00287861157152517,0.9994837299704552
R-HSA-1482839,25,11530,4,8945,4.848439520793219,0.00105605002870804,0.0129743289241274,6.243557297497822e-4,0.999883497528916
R-HSA-72203,59,11496,10,8939,4.587381512612621,2.919320715497733e-7,1.7434832050889237e-5,2.090789630540231e-7,0.9999999564881958
R-HSA-5654689,14,11541,1,8948,10.855120164877754,0.00308372276298569,0.02920706581682484,0.00231041177069264,0.999817086061865
R-HSA-5654693,15,11540,1,8948,11.6312492464814,0.00176394291631478,0.0188827101268767,0.00138128635677658,0.9998969775564412
R-HSA-5654695,17,11538,1,8948,13.183962119418975,5.805705961124298e-4,0.00891590558315517,4.888923023291669e-4,0.999967322214203
R-HSA-5654700,18,11537,1,8948,13.960540613037704,3.340805382114163e-4,0.00579252546092375,2.896241438829086e-4,0.9999815970118744
R-HSA-5365859,20,11535,2,8947,7.754411150467403,8.027112434962209e-4,0.01127992923867238,5.162700295449601e-4,0.9999406200793456
R-HSA-5610787,47,11508,9,8940,4.056611627931631,1.776446208166561e-5,5.786908102360767e-4,1.0907095937099994e-5,0.999997465337366
R-HSA-5654706,13,11542,1,8948,10.079147226935929,0.00539932076049282,0.04190808532512481,0.00384980938219939,0.9996752528730278
R-HSA-5654712,17,11538,1,8948,13.183962119418975,5.805705961124298e-4,0.00891590558315517,4.888923023291669e-4,0.999967322214203
R-HSA-5654720,16,11539,1,8948,12.407530872524104,0.00101094155972219,0.01271066873334928,8.230129530538182e-4,0.9999419769632846
R-HSA-379716,21,11534,3,8946,5.428974864455477,0.00160224630494032,0.01842154842578448,0.00117845710511983,0.999806419454712
R-HSA-9013418,20,11535,3,8946,5.170004926804235,0.00262480227048037,0.02576860676499002,0.00184680279139847,0.9996833098847332
R-HSA-77595,17,11538,2,8947,6.5907692789814085,0.00407304587103642,0.03368095624126274,0.00218267164912236,0.9997103758561172
R-HSA-9844594,25,11530,4,8945,4.848439520793219,0.00105605002870804,0.0129743289241274,6.243557297497822e-4,0.999883497528916
R-HSA-5685938,32,11523,5,8944,4.96726221939241,1.6553757193749243e-4,0.00342217095832316,8.97694895883979e-5,0.9999833170283337
R-HSA-9709570,30,11525,4,8945,5.8206477929790585,8.901304512093998e-5,0.00225150643541201,6.668106675129352e-5,0.9999894511284586
R-HSA-6802946,38,11517,7,8942,4.214552631455824,1.1104170258913196e-4,0.00253978362304929,5.940115213607983e-5,0.9999868708086734
R-HSA-6802955,38,11517,7,8942,4.214552631455824,1.1104170258913196e-4,0.00253978362304929,5.940115213607983e-5,0.9999868708086734
R-HSA-9649948,38,11517,7,8942,4.214552631455824,1.1104170258913196e-4,0.00253978362304929,5.940115213607983e-5,0.9999868708086734
R-HSA-9656223,33,11522,7,8942,3.658413075275996,6.553596304797371e-4,0.00952042706440158,4.4899900892425793e-4,0.999887097429808
R-HSA-8876725,16,11539,1,8948,12.407530872524104,0.00101094155972219,0.01271066873334928,8.230129530538182e-4,0.9999419769632846
R-HSA-9840310,30,11525,8,8941,2.909008441856657,0.0049135368208781,0.03941829912271617,0.00313517191580474,0.999022297143648
R-HSA-1592389,28,11527,5,8944,4.344845204037001,6.813482147813044e-4,0.00970131564092585,5.010381158634916e-4,0.9998948813481864
R-HSA-5576892,27,11528,5,8944,4.189307881273879,0.00107850822300492,0.01302692516550893,7.616707342601705e-4,0.9998348935506032
R-HSA-9013407,29,11526,8,8941,2.811796290788511,0.00729565137483861,0.04942828154980717,0.00445643625596242,0.9985680931311316
R-HSA-446193,14,11541,1,8948,10.855120164877754,0.00308372276298569,0.02920706581682484,0.00231041177069264,0.999817086061865
R-HSA-383280,40,11515,1,8948,31.080635689086815,2.466214985047081e-9,2.945756787695125e-7,1.956250347463038e-9,0.9999999999404736
R-HSA-8854214,40,11515,4,8945,7.766168869673195,8.258953903684448e-7,4.439187723230391e-5,5.973507159375568e-7,0.9999999276396964
R-HSA-3295583,27,11528,1,8948,20.956144768337175,3.0095716297324013e-6,1.3480372924843046e-4,2.380031019896998e-6,0.9999998953185898
R-HSA-2022377,16,11539,1,8948,12.407530872524104,0.00101094155972219,0.01271066873334928,8.230129530538182e-4,0.9999419769632846
R-HSA-196757,15,11540,1,8948,11.6312492464814,0.00176394291631478,0.0188827101268767,0.00138128635677658,0.9998969775564412
R-HSA-75109,13,11542,1,8948,10.079147226935929,0.00539932076049282,0.04190808532512481,0.00384980938219939,0.9996752528730278
R-HSA-114508,19,11536,3,8946,4.911079382235572,0.004292246738276,0.0349557973003538,0.00287861157152517,0.9994837299704552
R-HSA-379726,20,11535,1,8948,15.514131967143737,1.8926087364279175e-4,0.00383878187105662,1.009153850991256e-4,0.9999941640648582
R-HSA-450604,15,11540,2,8947,5.814382573084224,0.00685972389096143,0.04793296701906337,0.0055683368846974,0.9991769870469462
R-HSA-9008059,18,11537,3,8946,4.6521981676597735,0.00700044262510972,0.04793296701906337,0.00446062297064635,0.9991615924874576
R-HSA-9665348,13,11542,1,8948,10.079147226935929,0.00539932076049282,0.04190808532512481,0.00384980938219939,0.9996752528730278
R-HSA-6802948,29,11526,6,8943,3.7499163920567353,0.00169715828555944,0.0188827101268767,8.800396449247596e-4,0.9997861467340834
R-HSA-1483191,25,11530,3,8946,6.4652997777305,3.6410690395150105e-4,0.00611585815231036,1.865511964170401e-4,0.99997377942061
R-HSA-174411,22,11533,4,8945,4.265515529533569,0.0045486931324425,0.03662805331367563,0.00226261673906007,0.9995270931113288
R-HSA-2142691,18,11537,3,8946,4.6521981676597735,0.00700044262510972,0.04793296701906337,0.00446062297064635,0.9991615924874576
R-HSA-197264,17,11538,2,8947,6.5907692789814085,0.00407304587103642,0.03368095624126274,0.00218267164912236,0.9997103758561172
