unique_pathways,a_in_pathway_entangled,b_out_pathway_entangled,c_in_pathway_not_entangled,d_out_pathway_not_entangled,odds_ratios,two_sided_p_values,corrected_p_values,enrich_p_values,deplete_p_values
R-HSA-382556,56,11499,24,8925,1.8109649350841224,0.017144490526526807,0.09169317072644934,0.008488733009338043,0.9956456431770948
R-HSA-450408,35,11520,18,8931,1.5074192771567805,0.16739617276826174,0.4413500320049762,0.09855644491557412,0.9422935092688527
R-HSA-4608870,44,11511,19,8930,1.796482053510835,0.030922465970059907,0.1435726961538932,0.019644880657663528,0.990011382807068
R-HSA-4641257,37,11518,17,8932,1.6877645763890674,0.07511343425609952,0.2669320390919239,0.046201149373644224,0.9754538217088962
R-HSA-4641258,38,11517,18,8931,1.637046670823538,0.10464165581964423,0.3313395581918042,0.053021118984599776,0.9709679075167312
R-HSA-5358346,40,11515,19,8930,1.632612831286162,0.0872921161784576,0.28591338587192416,0.0487483529223209,0.9731263220275737
R-HSA-5362768,37,11518,18,8931,1.593830044044343,0.13351765790098544,0.38788068670287523,0.06564320713849674,0.9632571489984463
R-HSA-5607761,40,11515,19,8930,1.632612831286162,0.0872921161784576,0.28591338587192416,0.0487483529223209,0.9731263220275737
R-HSA-5607764,49,11506,28,8921,1.3568143094190137,0.20726578869709242,0.5063880064758508,0.11938698259092444,0.9210650282302344
R-HSA-5610780,39,11516,20,8929,1.511912400459998,0.1485660539761103,0.4058597096205128,0.08267347402384231,0.9512516470776791
R-HSA-5610783,40,11515,19,8930,1.632612831286162,0.0872921161784576,0.28591338587192416,0.0487483529223209,0.9731263220275737
R-HSA-5610785,40,11515,19,8930,1.632612831286162,0.0872921161784576,0.28591338587192416,0.0487483529223209,0.9731263220275737
R-HSA-5632684,51,11504,21,8928,1.8846901998111456,0.01666833993700351,0.09026934726588803,0.008194889507844652,0.9959754557176097
R-HSA-5658442,47,11508,19,8930,1.9194598897888062,0.017569487542602916,0.09373299805607015,0.009358992585913498,0.9955068881912184
R-HSA-5668541,44,11511,22,8927,1.551003569559931,0.10581902334690106,0.33408355388522365,0.05722708140127947,0.9666917628963414
R-HSA-5676590,39,11516,19,8930,1.5916611269853198,0.11130771741279599,0.34532697321430217,0.060248393973684124,0.9660819351793025
R-HSA-5678895,38,11517,22,8927,1.3388150461831045,0.2990093793823271,0.6223331710280767,0.16836287465570202,0.8898107080528002
R-HSA-5687128,62,11493,26,8923,1.851314394156689,0.009338902667452808,0.06145966610965167,0.004579791204843186,0.9976852453616647
R-HSA-5689603,58,11497,37,8912,1.2151016916442503,0.40704670041959656,0.765660897552172,0.2060919719957727,0.8483533862144941
R-HSA-5689880,126,11429,78,8871,1.2538202112796974,0.11921362546694893,0.3656338013608277,0.06689486909082788,0.9497995616698643
R-HSA-68949,47,11508,23,8926,1.584954983259811,0.07102577072808985,0.25902028958340984,0.0430487654946404,0.9753073349318595
R-HSA-69017,42,11513,30,8919,1.0845839066524685,0.8121332838988207,1,0.41487290526551673,0.6749775654122774
R-HSA-69481,32,11523,18,8931,1.3778592611603024,0.31858346563295104,0.6455744119800609,0.17161360397518796,0.8922260508761489
R-HSA-69601,34,11521,17,8932,1.5505253333833926,0.157937618776064,0.42392744115922293,0.08815677685653892,0.9498015290431435
R-HSA-75815,34,11521,17,8932,1.5505253333833926,0.157937618776064,0.42392744115922293,0.08815677685653892,0.9498015290431435
R-HSA-8852276,56,11499,22,8927,1.9760274127021404,0.005861241041736753,0.04513985578964427,0.003582811496632814,0.9983078551612634
R-HSA-8854050,34,11521,20,8929,1.3175145872470744,0.34035723851292315,0.6707314966111685,0.20019104459370554,0.8685817392197047
R-HSA-8939236,40,11515,57,8892,0.5419277512540045,0.0028556046437490843,0.02765563055883122,0.9990248083775581,0.0019066462854859672
R-HSA-8939902,42,11513,28,8921,1.1622731643311714,0.6295124782760431,0.9027777208948222,0.31172984162561257,0.7685036872962238
R-HSA-8948751,49,11506,19,8930,2.0014803078242642,0.009720591191198225,0.06294961162974753,0.005561882206819258,0.9974263496289852
R-HSA-8951664,152,11403,92,8857,1.2832690419444055,0.060008816616114034,0.23121676653162215,0.03400128632273504,0.9748042336109999
R-HSA-9010553,95,11460,74,8875,0.9942040910988026,0.9999999999999999,1,0.5471093423616368,0.5148655485109812
R-HSA-9020702,60,11495,25,8924,1.8631420560012417,0.008308262785197022,0.0559961284895724,0.00489843761628522,0.9975436968978932
R-HSA-9755511,53,11502,23,8926,1.788204093344775,0.020133567827332912,0.10404164384859656,0.011547389209730878,0.9940267196197965
R-HSA-416476,66,11489,108,8841,0.4702741994402891,1.054631866696053e-6,5.5303866180402776e-5,0.9999996788699408,7.029574964676927e-7
R-HSA-418594,89,11466,169,8780,0.4032765885648906,1.6605832167968937e-12,4.4628173951416517e-10,0.9999999999996279,9.387951702970217e-13
R-HSA-418597,17,11538,31,8918,0.4238768558243916,0.005073217258823976,0.04054801898316561,0.9989201532304413,0.0027697795470454875
R-HSA-112314,10,11545,0,8949,Inf,0.0034754449155430423,0.029784984646754248,0.0032253367798818584,1
R-HSA-429947,23,11532,2,8947,8.923398761265572,1.580510143346382e-4,0.003364452285341308,1.1794422887436386e-4,0.999988031740384
R-HSA-6804115,16,11539,5,8944,2.480212146502944,0.07890491281177682,0.27572695799734637,0.05040894427133653,0.9829011791010388
R-HSA-9820841,22,11533,3,8946,5.687989258937688,9.76921838249138e-4,0.012652903326720763,7.482468656542067e-4,0.9998820557711257
R-HSA-70921,8,11547,0,8949,Inf,0.011476666245249298,0.06854120118690553,0.010162285342768968,1
R-HSA-749476,25,11530,15,8934,1.2913968196474563,0.5239938336056349,0.8122471104917917,0.2676831190046606,0.8271526821998919
R-HSA-76061,17,11538,10,8939,1.3170467815861404,0.5632043306041125,0.8491509893400013,0.31168308426149716,0.811764491245884
R-HSA-76066,17,11538,9,8940,1.4635411743623403,0.430731696727418,0.7723214500753843,0.23395683301610903,0.8707726164511272
R-HSA-76071,16,11539,11,8938,1.126638950512148,0.8473724815551232,1,0.45947802408476957,0.6883169157385028
R-HSA-163125,44,11511,22,8927,1.551003569559931,0.10581902334690106,0.33408355388522365,0.05722708140127947,0.9666917628963414
R-HSA-70171,29,11526,0,8949,Inf,8.428739095806837e-8,6.472067519994536e-6,5.893058286138139e-8,1
R-HSA-9629569,17,11538,3,8946,4.393361226163504,0.011374960683225424,0.06854120118690553,0.006867898766515841,0.9986441331363001
R-HSA-163560,14,11541,10,8939,1.0843784788312494,1,1,0.5076547315718813,0.652734209814341
R-HSA-9768919,16,11539,5,8944,2.480212146502944,0.07890491281177682,0.27572695799734637,0.05040894427133653,0.9829011791010388
R-HSA-1660661,30,11525,6,8943,3.8795618485197987,0.0010755931533887044,0.013026925165508935,5.889797598560992e-4,0.9998611720328714
R-HSA-9854311,9,11546,9,8940,0.7743097389687796,0.638904235118246,0.9037132273054138,0.7835099916988946,0.3767263368377068
R-HSA-5663213,29,11526,6,8943,3.7499163920567353,0.0016971582855594457,0.018882710126876708,8.800396449247596e-4,0.9997861467340834
R-HSA-174403,11,11544,2,8947,4.262404639431244,0.049305391077822155,0.19703827289464246,0.03341107768980764,0.9936127879756486
R-HSA-5423646,16,11539,4,8945,3.1005685492464634,0.04081190388265206,0.17171348991722493,0.0250298026542886,0.9931321012334842
R-HSA-9753281,26,11529,4,8945,5.042814268655904,6.452398967689211e-4,0.009501820397624523,4.024877249259864e-4,0.9999274952602766
R-HSA-977347,9,11546,0,8949,Inf,0.006298584528787573,0.04513985578964427,0.005725210228969236,1
R-HSA-1474228,54,11501,27,8922,1.5514826372762132,0.07198184317860888,0.25902028958340984,0.03778152602619459,0.9776807363641924
R-HSA-1445148,55,11500,17,8932,2.5126916471432303,4.947716829288368e-4,0.007752719724407173,3.219787482549344e-4,0.99987942966854
R-HSA-190840,18,11537,2,8947,6.978623049888282,0.002374011854015531,0.023851053673520525,0.0013558668636999868,0.9998288472694301
R-HSA-190861,18,11537,20,8929,0.6965718175951352,0.3260400421580238,0.6498543406430591,0.8995710286329973,0.16984440672687842
R-HSA-2132295,86,11469,40,8909,1.6700546935860416,0.0067961283704596155,0.04790713441471532,0.004087075120748497,0.9976840625858678
R-HSA-2500257,72,11483,52,8897,1.072810554408943,0.7174281608792134,0.9661826062558905,0.38569561029174276,0.6817661469848486
R-HSA-3371497,45,11510,12,8937,2.911494912465587,4.399656610329861e-4,0.007220810467335268,3.034692286552436e-4,0.999902646610517
R-HSA-380320,58,11497,36,8913,1.2489928341843002,0.3482622811659474,0.6837111516179549,0.17285164803582045,0.8757060484803825
R-HSA-389960,25,11530,1,8948,19.40058763689664,9.645213573564334e-6,3.895877032239123e-4,6.995218624921908e-6,0.9999996697233839
R-HSA-389977,19,11536,4,8945,3.682891584424785,0.01099430622560646,0.06854120118690553,0.007779703277126984,0.9981531972086015
R-HSA-5617833,19,11536,1,8948,14.737264421417823,3.4602701325179083e-4,0.0059217669275384395,1.7115273056990036e-4,0.9999896364720031
R-HSA-5626467,28,11527,4,8945,5.431664063065659,2.3989070141031523e-4,0.004646531603893493,1.6510644939693263e-4,0.9999721847962292
R-HSA-5663220,83,11472,53,8896,1.2143771266460825,0.29813847666297655,0.6211218263812012,0.1547501272329128,0.883260323609744
R-HSA-6807878,66,11489,36,8913,1.4222477568742662,0.08988877696195573,0.2934766946823216,0.05329572637441169,0.965479061058788
R-HSA-6811436,39,11516,14,8935,2.161268443496674,0.012112598496251535,0.07154419441467254,0.007283879420296215,0.9969163107916883
R-HSA-68877,64,11491,47,8902,1.0549091778485475,0.8479565041518882,1,0.42954943768773846,0.6442123144711722
R-HSA-8955332,42,11513,4,8945,8.155448641957742,2.892821628927258e-7,1.7434832050889237e-5,2.260414764426963e-7,0.9999999738474366
R-HSA-9609690,58,11497,42,8907,1.0698695305405141,0.7627166083695045,1,0.41011619264628757,0.6663406625286354
R-HSA-9609736,35,11520,9,8940,3.0177224921585006,0.001989504801620691,0.020368739635640405,0.0011125838495607164,0.999661063020623
R-HSA-9619483,26,11529,2,8947,10.089398843719586,3.1503727421461316e-5,9.676144850877405e-4,2.6220579390056955e-5,0.9999976199689802
R-HSA-9646399,31,11524,13,8936,1.8490248026057245,0.06768057525005743,0.2561852760345484,0.03951665036243148,0.9810000763848072
R-HSA-9648025,68,11487,47,8902,1.1211832905095163,0.5726963740274137,0.8592443853167756,0.3070084676055606,0.7561013888460029
R-HSA-9668328,23,11532,9,8940,1.9810727272691993,0.10694401603383057,0.3366466097697448,0.05344512164032801,0.9766161296845957
R-HSA-983189,55,11500,7,8942,6.109024712440139,4.682297173163311e-8,4.0267755689204474e-6,3.3845335343271756e-8,0.9999999947130349
R-HSA-9833482,50,11505,25,8924,1.5512909102661845,0.0800777151962165,0.27635166560492047,0.044535983286278134,0.9738304823349191
R-HSA-9639288,33,11522,22,8927,1.162146151732684,0.6833905209618615,0.9479287871406467,0.34298633611802504,0.7511922262253001
R-HSA-9793380,15,11540,7,8942,1.6603897417835891,0.29040827961303517,0.6109371831389684,0.18366379477668504,0.9108043228682395
R-HSA-9824272,35,11520,19,8930,1.4279253225561053,0.21961739270272998,0.5323307714891425,0.13141826078029528,0.9192828265538465
R-HSA-9013404,72,11483,15,8934,3.7342344299976307,3.201566371132668e-7,1.860369648090604e-5,1.5612900795772555e-7,0.9999999598573148
R-HSA-9013423,78,11477,15,8934,4.047539000077201,2.178180179485703e-8,2.0361249503888093e-6,1.4291131801335833e-8,0.9999999965969578
R-HSA-5624138,3,11552,2,8947,1.1617242098050404,1,1,0.6178878706314013,0.7230823331345928
R-HSA-9857492,9,11546,1,8948,6.973948903465956,0.05050516078070601,0.1988756331108387,0.02822407127075553,0.9967746632201182
R-HSA-2172127,13,11542,10,8939,1.0068184233896673,1,1,0.5801148571232014,0.5859054842367488
R-HSA-1442490,38,11517,26,8923,1.1323173772511872,0.7053832413664344,0.9552691207845347,0.36068343089252747,0.7291648155507882
R-HSA-1650814,31,11524,36,8913,0.6660320369856984,0.10861383426804323,0.34140313402966804,0.9628110545535276,0.0618341314285048
R-HSA-186797,16,11539,15,8934,0.8258713610516054,0.59272148116943,0.874640483537594,0.7632570854181234,0.3603622528186113
R-HSA-2022090,24,11531,26,8923,0.7143223093148884,0.2547438107816143,0.5601097833697817,0.9086508291769075,0.14696986165776318
R-HSA-216083,31,11524,53,8896,0.4515342625264461,0.00037425337389190573,0.0062375562315317625,0.9998921021257592,2.522266485637125e-4
R-HSA-3000178,36,11519,40,8909,0.6960977239261841,0.13169690820488728,0.38788068670287523,0.9547553157256161,0.07173203431404238
R-HSA-419037,24,11531,18,8931,1.0326967603744088,1,1,0.5235878522257518,0.5995153236648487
R-HSA-8948216,21,11534,23,8926,0.7066124025268058,0.2872759352185601,0.6055326085489258,0.9039802753860051,0.15792262798173215
R-HSA-70263,22,11533,3,8946,5.687989258937688,9.76921838249138e-4,0.012652903326720763,7.482468656542067e-4,0.9998820557711257
R-HSA-9013026,61,11494,9,8940,5.271380183016672,3.922360962408097e-8,3.5137816954905866e-6,2.7988110705492403e-8,0.9999999949171227
R-HSA-9013405,38,11517,13,8936,2.2678887299001276,0.010297917658568996,0.06589441358905757,0.005670848005008911,0.9977113004265397
R-HSA-9013409,45,11510,9,8940,3.8833134039880903,4.4052970543042504e-5,0.0012799173873992078,2.4476053736353892e-5,0.9999940767326081
R-HSA-9035034,31,11524,10,8939,2.4044921931134233,0.016961790925958436,0.09162776505228803,0.008512099757167161,0.9968038164878087
R-HSA-5362798,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-1169408,49,11506,22,8927,1.72798998026107,0.031336329770237446,0.14426789937047219,0.019739150006144332,0.9895127799223358
R-HSA-159227,28,11527,4,8945,5.431664063065659,2.3989070141031523e-4,0.004646531603893493,1.6510644939693263e-4,0.9999721847962292
R-HSA-159230,28,11527,5,8944,4.344845204037001,6.813482147813044e-4,0.009701315640925858,5.010381158634916e-4,0.9998948813481864
R-HSA-159231,34,11521,5,8944,5.278631575574651,6.120044095280241e-5,0.0016447618506065648,3.71239663412369e-5,0.9999934744458931
R-HSA-159236,59,11496,12,8937,3.821956970798955,2.9686080859588627e-6,1.3480372924843046e-4,1.5887181316128332e-6,0.9999996040551723
R-HSA-165054,26,11529,6,8943,3.3611143184805417,0.003996138095558669,0.0336547380115515,0.0028442901580762524,0.9992383292657399
R-HSA-168271,23,11532,6,8943,2.9725144741261067,0.013924024910207005,0.08004452822712584,0.008705103945401367,0.9974058465949545
R-HSA-168276,23,11532,12,8937,1.485336817093967,0.308031569246677,0.6359966831743861,0.172125060495332,0.9023384757978629
R-HSA-168325,32,11523,9,8940,2.758365928637868,0.004443882266334835,0.036054139141961865,0.00319618351219132,0.9989451971787728
R-HSA-168333,24,11531,5,8944,3.7228564425560147,0.004217449702759175,0.034608842980657355,0.002594153405045583,0.9993756442702502
R-HSA-170822,25,11530,4,8945,4.848439520793219,0.0010560500287080448,0.012974328924127409,6.243557297497822e-4,0.9998834975289161
R-HSA-180746,26,11529,5,8944,4.033797311778661,0.001703846053677908,0.018882710126876708,0.0011521618762256847,0.9997416803810932
R-HSA-180910,24,11531,7,8942,2.658607801210646,0.018323175149844162,0.09714541645379289,0.012479059777883416,0.9958432464226185
R-HSA-191859,41,11514,9,8940,3.5368968620238084,1.6382115931605785e-4,0.0034195678886361587,1.1826170160181374e-4,0.9999688057771143
R-HSA-3108214,48,11507,23,8926,1.618816530106395,0.0561030411946285,0.21733610552874102,0.035030435632306164,0.9802608499938557
R-HSA-3232142,29,11526,6,8943,3.7499163920567353,0.0016971582855594457,0.018882710126876708,8.800396449247596e-4,0.9997861467340834
R-HSA-3301854,27,11528,6,8943,3.490692603087856,0.0026154280453284827,0.02576860676499002,0.001934517517045216,0.9994989618841366
R-HSA-3371453,51,11504,17,8932,2.3291522938294413,0.0019888651552092346,0.020368739635640405,0.001110725022112037,0.9995543373895391
R-HSA-4085377,25,11530,7,8942,2.769617279935689,0.012479937540813517,0.07331110850477886,0.008844122932043142,0.9971557098419237
R-HSA-4551638,37,11518,16,8933,1.7934425825798281,0.05228785462284315,0.20551898983384417,0.031363484002274046,0.9842438952767072
